customerID,gender,PhoneService,InternetService,StreamingTV,Contract,TotalCharges,Churn
9305-CDSKC,Female,Yes,Fiber optic,Yes,Month-to-month,820.5,Yes
1452-KIOVK,Male,Yes,Fiber optic,Yes,Month-to-month,1949.4,No
7892-POOKP,Female,Yes,Fiber optic,Yes,Month-to-month,3046.05,Yes
8091-TTVAX,Male,Yes,Fiber optic,Yes,One year,5681.1,No
0280-XJGEX,Male,Yes,Fiber optic,Yes,Month-to-month,5036.3,Yes
5129-JLPIS,Male,Yes,Fiber optic,Yes,Month-to-month,2686.05,No
3655-SNQYZ,Female,Yes,Fiber optic,Yes,Two year,7895.15,No
9959-WOFKT,Male,Yes,Fiber optic,Yes,Two year,7382.25,No
6467-CHFZW,Male,Yes,Fiber optic,Yes,Month-to-month,4749.15,Yes
5248-YGIJN,Male,Yes,DSL,Yes,Two year,6369.45,No
8773-HHUOZ,Female,Yes,DSL,Yes,Month-to-month,1093.1,Yes
4929-XIHVW,Male,Yes,Fiber optic,Yes,Month-to-month,181.65,No
6234-RAAPL,Female,Yes,Fiber optic,Yes,Two year,7251.7,No
5380-WJKOV,Male,Yes,Fiber optic,Yes,Month-to-month,3549.25,Yes
8168-UQWWF,Female,Yes,Fiber optic,Yes,Month-to-month,1105.4,Yes
9489-DEDVP,Female,Yes,DSL,Yes,Two year,4872.35,No
4671-VJLCL,Female,Yes,DSL,Yes,Two year,4861.45,No
4080-IIARD,Female,Yes,DSL,Yes,Month-to-month,981.45,No
7760-OYPDY,Female,Yes,Fiber optic,Yes,Month-to-month,144.15,Yes
7639-LIAYI,Male,Yes,DSL,Yes,Two year,4217.8,No
8012-SOUDQ,Female,Yes,Fiber optic,Yes,Month-to-month,3838.75,No
9420-LOJKX,Female,Yes,Fiber optic,Yes,Month-to-month,1426.4,Yes
6575-SUVOI,Female,Yes,DSL,Yes,Month-to-month,1752.65,No
1658-BYGOY,Male,Yes,Fiber optic,Yes,Month-to-month,1752.55,Yes
8769-KKTPH,Female,Yes,Fiber optic,Yes,One year,6311.2,No
5067-XJQFU,Male,Yes,Fiber optic,Yes,One year,7076.35,No
5954-BDFSG,Female,Yes,Fiber optic,Yes,Two year,7853.7,No
0434-CSFON,Female,Yes,Fiber optic,Yes,Month-to-month,4707.1,No
1215-FIGMP,Male,Yes,Fiber optic,Yes,Month-to-month,5450.7,No
5698-BQJOH,Female,Yes,Fiber optic,Yes,Month-to-month,857.25,Yes
5122-CYFXA,Female,Yes,DSL,Yes,Month-to-month,244.1,No
3410-YOQBQ,Female,Yes,DSL,Yes,Two year,2497.2,No
1891-QRQSA,Male,Yes,Fiber optic,Yes,Two year,7099,No
2673-CXQEU,Female,Yes,Fiber optic,Yes,One year,6139.5,No
0191-ZHSKZ,Male,Yes,DSL,Yes,Month-to-month,2111.3,No
5919-TMRGD,Female,Yes,Fiber optic,Yes,Month-to-month,79.35,Yes
9919-YLNNG,Female,Yes,Fiber optic,Yes,Month-to-month,4327.5,No
4445-ZJNMU,Male,Yes,Fiber optic,Yes,Month-to-month,918.75,No
4808-YNLEU,Female,Yes,DSL,Yes,One year,2215.45,No
7233-PAHHL,Male,Yes,DSL,Yes,Two year,5714.25,No
6067-NGCEU,Female,Yes,Fiber optic,Yes,Month-to-month,7107,No
9848-JQJTX,Male,Yes,Fiber optic,Yes,Two year,7459.05,No
4598-XLKNJ,Female,Yes,Fiber optic,Yes,Month-to-month,2514.5,Yes
7123-WQUHX,Male,Yes,Fiber optic,Yes,One year,3605.6,No
3192-NQECA,Male,Yes,Fiber optic,Yes,Two year,7611.85,Yes
6728-DKUCO,Female,Yes,Fiber optic,Yes,One year,7303.05,No
8597-CWYHH,Male,Yes,Fiber optic,Yes,One year,3921.3,No
0486-HECZI,Male,Yes,Fiber optic,Yes,Month-to-month,5238.9,Yes
5712-AHQNN,Female,Yes,Fiber optic,Yes,Month-to-month,3954.1,No
3071-VBYPO,Male,Yes,Fiber optic,Yes,Month-to-month,248.4,No
5299-RULOA,Female,Yes,Fiber optic,Yes,Month-to-month,1064.65,Yes
1091-SOZGA,Female,Yes,Fiber optic,Yes,One year,5515.45,No
4622-YNKIJ,Male,Yes,Fiber optic,Yes,Two year,3027.65,No
3146-MSEGF,Female,Yes,DSL,Yes,Two year,6425.65,No
1095-WGNGG,Female,Yes,Fiber optic,Yes,Two year,5971.25,No
5716-EZXZN,Female,Yes,Fiber optic,Yes,Two year,6416.7,No
6440-DKQGE,Male,Yes,DSL,Yes,One year,1929.95,No
3780-YVMFA,Female,Yes,DSL,Yes,Month-to-month,564.35,No
3874-EQOEP,Male,Yes,Fiber optic,Yes,Month-to-month,655.5,Yes
1679-JRFBR,Female,Yes,Fiber optic,Yes,One year,7930.55,No
9073-ZZIAY,Male,Yes,DSL,Yes,Two year,5215.25,No
9167-APMXZ,Female,Yes,Fiber optic,Yes,Month-to-month,1821.95,No
6371-NZYEG,Male,Yes,DSL,Yes,Two year,1024,No
5997-OPVFA,Male,Yes,DSL,Yes,Two year,6254.45,No
1875-QIVME,Female,Yes,Fiber optic,Yes,Month-to-month,242.8,Yes
6727-IOTLZ,Male,Yes,DSL,Yes,Two year,1181.75,No
0691-JVSYA,Female,Yes,Fiber optic,Yes,One year,5000.2,Yes
5947-SGKCL,Female,Yes,Fiber optic,Yes,Month-to-month,1559.25,No
5524-KHNJP,Male,Yes,DSL,Yes,One year,2453.3,No
9680-NIAUV,Female,Yes,Fiber optic,Yes,Two year,8129.3,No
2604-IJPDU,Female,Yes,Fiber optic,Yes,Month-to-month,1901.65,No
6168-YBYNP,Male,Yes,Fiber optic,Yes,Month-to-month,6519.75,No
7255-SSFBC,Male,Yes,Fiber optic,Yes,Two year,8041.65,No
9323-HGFWY,Female,Yes,Fiber optic,Yes,One year,2681.15,No
3363-DTIVD,Male,Yes,Fiber optic,Yes,Two year,7405.5,No
7018-WBJNK,Male,Yes,Fiber optic,Yes,Month-to-month,1033.95,No
7825-ECJRF,Female,Yes,Fiber optic,Yes,Month-to-month,1934.45,Yes
1347-KTTTA,Male,Yes,Fiber optic,Yes,One year,6654.1,No
2040-LDIWQ,Male,Yes,DSL,Yes,Two year,5324.5,No
6496-JDSSB,Female,Yes,Fiber optic,Yes,Month-to-month,624.6,No
6341-JVQGF,Female,Yes,DSL,Yes,One year,2545.75,No
2232-DMLXU,Female,Yes,DSL,Yes,Month-to-month,55.2,Yes
0945-TSONX,Female,Yes,DSL,Yes,Two year,4107.25,No
2651-ZCBXV,Male,Yes,Fiber optic,Yes,Two year,5760.65,No
0094-OIFMO,Female,Yes,Fiber optic,Yes,Month-to-month,1120.3,Yes
7301-ABVAD,Female,Yes,DSL,Yes,Two year,6350.5,No
6614-FHDBO,Male,Yes,Fiber optic,Yes,Two year,7878.3,No
7576-ASEJU,Female,Yes,DSL,Yes,One year,3187.65,No
4075-JFPGR,Female,Yes,Fiber optic,Yes,One year,4619.55,No
3282-ZISZV,Male,Yes,DSL,Yes,One year,2633.3,No
7017-VFHAY,Female,Yes,Fiber optic,Yes,Two year,7008.15,No
6655-LHBYW,Male,Yes,Fiber optic,Yes,One year,5791.1,No
3606-TWKGI,Male,Yes,Fiber optic,Yes,Month-to-month,1364.3,Yes
1950-KSVVJ,Female,Yes,Fiber optic,Yes,One year,5032.25,No
0123-CRBRT,Female,Yes,DSL,Yes,Two year,5526.75,No
3197-ARFOY,Female,Yes,Fiber optic,Yes,Month-to-month,2007.25,No
4385-GZQXV,Female,Yes,Fiber optic,Yes,Month-to-month,1511.2,Yes
4716-HHKQH,Male,Yes,Fiber optic,Yes,Month-to-month,2172.05,No
4484-GLZOU,Female,Yes,Fiber optic,Yes,Month-to-month,5624.85,Yes
9512-UIBFX,Male,Yes,Fiber optic,Yes,Month-to-month,1779.95,Yes
4847-TAJYI,Female,Yes,Fiber optic,Yes,Month-to-month,567.8,No
6851-WEFYX,Male,Yes,Fiber optic,Yes,Month-to-month,3437.5,No
2985-JUUBZ,Male,Yes,DSL,Yes,Month-to-month,3015.75,No
0895-LMRSF,Male,Yes,DSL,Yes,One year,1509.8,No
8098-LLAZX,Female,Yes,Fiber optic,Yes,Month-to-month,396.1,Yes
4115-BNPJY,Male,Yes,DSL,Yes,Two year,2054.4,No
3167-SNQPL,Male,Yes,Fiber optic,Yes,Month-to-month,3741.85,No
4091-TVOCN,Male,Yes,DSL,Yes,One year,3682.45,No
1557-EMYVT,Female,Yes,Fiber optic,Yes,Two year,4895.1,No
7563-BIUPC,Male,Yes,Fiber optic,Yes,Month-to-month,415.55,Yes
5027-YOCXN,Male,Yes,Fiber optic,Yes,One year,5686.4,No
2321-OMBXY,Female,Yes,DSL,Yes,One year,3058.65,Yes
2840-XANRC,Male,Yes,Fiber optic,Yes,Month-to-month,2231.05,Yes
6745-JEFZB,Male,Yes,Fiber optic,Yes,Month-to-month,3236.35,No
5020-ZSTTY,Female,Yes,DSL,Yes,One year,4350.1,Yes
4983-CLMLV,Female,Yes,Fiber optic,Yes,Month-to-month,5138.1,No
5701-YVSVF,Female,Yes,Fiber optic,Yes,Month-to-month,880.05,No
2379-GYFLQ,Male,Yes,Fiber optic,Yes,One year,4422.95,No
6680-NENYN,Female,Yes,Fiber optic,Yes,Two year,4759.85,Yes
2088-IEBAU,Female,Yes,DSL,Yes,Two year,6148.45,No
7982-VCELR,Female,Yes,Fiber optic,Yes,Month-to-month,3565.65,No
1343-EHPYB,Male,Yes,Fiber optic,Yes,Month-to-month,6603,Yes
6885-PKOAM,Female,Yes,DSL,Yes,Two year,6223.8,No
2034-GDRCN,Female,Yes,Fiber optic,Yes,Month-to-month,168.2,Yes
4115-NZRKS,Female,Yes,Fiber optic,Yes,Month-to-month,574.35,No
8984-EYLLL,Male,Yes,Fiber optic,Yes,Two year,6823.4,No
9833-TGFHX,Male,Yes,Fiber optic,Yes,One year,4016.75,No
5229-DTFYB,Female,Yes,Fiber optic,Yes,Two year,3959.15,No
1010-DIAUQ,Male,Yes,Fiber optic,Yes,Month-to-month,492.55,Yes
9571-EDEBV,Male,Yes,Fiber optic,Yes,One year,6962.85,No
3520-FJGCV,Male,Yes,Fiber optic,Yes,Two year,8126.65,No
0259-GBZSH,Male,Yes,Fiber optic,Yes,Month-to-month,181.5,Yes
6862-CQUMB,Male,Yes,Fiber optic,Yes,Month-to-month,3646.8,No
7156-MXBJE,Female,Yes,DSL,Yes,One year,3662.25,No
9601-BRXPO,Female,Yes,Fiber optic,Yes,Month-to-month,2566.5,Yes
2863-IMQDR,Female,Yes,DSL,Yes,Two year,5308.7,No
6583-SZVGP,Male,Yes,Fiber optic,Yes,Two year,5067.45,No
3597-MVHJT,Female,Yes,Fiber optic,Yes,Month-to-month,2595.25,No
9774-NRNAU,Male,Yes,DSL,Yes,Month-to-month,2309.55,No
3951-NJCVI,Female,Yes,Fiber optic,Yes,Month-to-month,3944.5,No
2977-CEBSX,Female,Yes,DSL,Yes,Two year,5965.95,No
0177-PXBAT,Male,Yes,Fiber optic,Yes,Month-to-month,3694.7,No
0979-PHULV,Male,Yes,Fiber optic,Yes,Month-to-month,7007.6,Yes
4742-DRORA,Male,Yes,Fiber optic,Yes,One year,5812,No
0111-KLBQG,Male,Yes,Fiber optic,Yes,Month-to-month,2861.45,No
2806-MLNTI,Male,Yes,Fiber optic,Yes,One year,5376.4,No
4376-KFVRS,Male,Yes,Fiber optic,Yes,Two year,8468.2,No
0771-WLCLA,Female,Yes,Fiber optic,Yes,Month-to-month,1882.55,No
5628-RKIFK,Female,Yes,Fiber optic,Yes,Month-to-month,5070.4,No
0206-TBWLC,Female,Yes,Fiber optic,Yes,One year,6049.5,No
7752-XUSCI,Female,Yes,Fiber optic,Yes,Month-to-month,6396.45,Yes
5168-MSWXT,Male,Yes,Fiber optic,Yes,Month-to-month,759.55,No
1090-ESELR,Male,Yes,Fiber optic,Yes,Two year,7611.55,No
8313-NDOIA,Female,Yes,Fiber optic,Yes,Month-to-month,2494.65,No
5149-CUZUJ,Male,Yes,Fiber optic,Yes,One year,2768.35,No
0942-KOWSM,Female,Yes,DSL,Yes,Two year,2369.3,No
6614-VBEGU,Female,Yes,DSL,Yes,Month-to-month,1614.05,No
0880-TKATG,Male,Yes,Fiber optic,Yes,Month-to-month,385.9,Yes
3811-VBYBZ,Male,Yes,Fiber optic,Yes,Month-to-month,673.25,Yes
1480-BKXGA,Male,Yes,Fiber optic,Yes,Two year,8404.9,No
9076-AXYIK,Male,Yes,Fiber optic,Yes,Two year,6538.45,No
5968-XQIVE,Male,Yes,Fiber optic,Yes,One year,6588.95,No
1304-BCCFO,Male,Yes,DSL,Yes,Month-to-month,564.4,No
3780-DDGSE,Male,Yes,DSL,Yes,Month-to-month,2747.2,No
4431-EDMIQ,Female,Yes,DSL,Yes,Month-to-month,554.05,No
0306-JAELE,Male,Yes,Fiber optic,Yes,Month-to-month,453.4,Yes
5168-MQQCA,Female,Yes,Fiber optic,Yes,One year,8003.8,No
5949-XIKAE,Female,Yes,Fiber optic,Yes,Month-to-month,680.05,Yes
9094-AZPHK,Female,Yes,Fiber optic,Yes,Month-to-month,1415,No
3649-JPUGY,Male,Yes,DSL,Yes,Two year,6201.95,No
3552-CTCYF,Male,Yes,Fiber optic,Yes,Two year,6597.25,No
6778-YSNIH,Female,Yes,DSL,Yes,Month-to-month,114.15,No
4374-YMUSQ,Male,Yes,Fiber optic,Yes,One year,3899.05,No
5736-YEJAX,Male,Yes,DSL,Yes,Two year,5502.55,No
7218-HKQFK,Male,Yes,Fiber optic,Yes,Month-to-month,167.5,Yes
8535-SFUTN,Male,Yes,Fiber optic,Yes,Month-to-month,6300.15,No
